hour_of_day,day_of_week,is_weekend,month,day_of_month,temperature,precipitation,weather_condition,humidity,wind_speed,line_number,vehicle_type,vehicle_number,brigade,route_segment,direction,stop_name,planned_travel_time_min,delay_minutes,delay_category,delay_ratio,is_delayed
6,2,False,6,23,28.2,0.1,cloudy,30,2.8,21,tramwaj,RF190,56-02,Rondo Hipokratesa–Nowy Bieżanów,Salwator,Rondo Hipokratesa 02,25,1.0,slight_delay,0.040642,False
11,1,False,2,10,25.3,1.2,sunny,70,2.5,10,tramwaj,HG546,76-07,Salwator–Krowodrza Górka,Czerwone Maki P+R,Salwator 01,25,0.4,on_time,0.014108,False
23,5,True,2,12,17.8,0.4,sunny,32,0.3,18,tramwaj,RY505,40-06,Borek Fałęcki–Kopiec Wandy,Borek Fałęcki,Teatr Słowackiego 01,35,0.6,on_time,0.016295,False
21,6,True,8,2,29.7,0.1,rain,38,0.5,77,tramwaj,HG441,22-02,Górka Narodowa–Czerwone Maki,Mały Płaszów P+R,Salwator 01,35,3.0,moderate_delay,0.086114,True
7,2,False,4,25,26.5,0.3,rain,69,0.2,24,tramwaj,RY643,66-04,Os.Piastów–Pleszów,Bronowice Małe,Kurdwanów P+R 03,35,0.3,on_time,0.008526,False
13,1,False,9,13,16.7,0.6,cloudy,84,4.0,21,tramwaj,RF459,19-04,Nowy Bieżanów–Krowodrza,Salwator,Mały Płaszów P+R 01,40,0.0,on_time,0.0,False
17,3,False,8,10,34.8,0.4,rain,32,0.6,20,tramwaj,RY249,33-04,Salwator–Krowodrza Górka,Salwator,Nowy Bieżanów P+R 01,25,4.3,moderate_delay,0.170335,True
15,4,False,7,13,27.4,0.4,sunny,79,1.2,21,tramwaj,RP716,20-02,Salwator–Krowodrza Górka,Nowy Bieżanów P+R,Kurdwanów P+R 03,40,0.7,on_time,0.016724,False
18,5,True,6,2,31.5,0.3,rain,66,2.9,1,tramwaj,RP891,64-08,Bronowice–Borek Fałęcki,Czerwone Maki P+R,Dworzec Towarowy 01,40,2.5,slight_delay,0.06286,False
23,6,True,10,15,24.4,0.8,rain,83,1.8,3,tramwaj,RZ797,73-10,Rondo Grunwaldzkie–Czerwone Maki,Czerwone Maki P+R,Rondo Grunwaldzkie 01,40,0.0,on_time,0.0,False
9,6,True,12,21,14.3,0.8,sunny,56,0.5,10,tramwaj,RF984,41-03,Rondo Hipokratesa–Nowy Bieżanów,Salwator,Pleszów 01,45,2.0,slight_delay,0.044432,False
19,1,False,3,9,13.6,0.3,cloudy,58,5.3,1,tramwaj,RZ169,61-08,Bronowice–Borek Fałęcki,Os.Piastów,Pleszów 01,30,0.0,on_time,0.0,False
10,5,True,2,27,13.6,1.6,sunny,64,2.1,10,tramwaj,HL915,36-10,Kurdwanów–Pleszów,Krowodrza G. P+R,Pleszów 01,45,0.0,on_time,0.0,False
6,1,False,12,10,11.4,0.5,snow,39,0.6,5,tramwaj,HY460,65-02,Bronowice–Borek Fałęcki,Salwator,Kurdwanów P+R 03,45,15.6,major_delay,0.346462,True
9,5,True,10,21,29.5,0.2,sunny,44,2.1,1,tramwaj,HL572,58-01,Górka Narodowa–Czerwone Maki,Borek Fałęcki,Mały Płaszów P+R 01,40,1.9,slight_delay,0.046705,False
6,5,True,11,6,33.7,0.1,snow,37,1.2,10,tramwaj,HY477,37-02,Bronowice–Borek Fałęcki,Salwator,Nowy Bieżanów P+R 01,30,5.0,moderate_delay,0.165316,True
12,1,False,2,25,27.1,0.9,cloudy,65,0.4,8,tramwaj,RY729,77-09,Bronowice–Borek Fałęcki,Nowy Bieżanów P+R,Bronowice Małe 01,20,1.7,slight_delay,0.087074,False
20,5,True,12,16,19.6,0.3,sunny,58,2.7,20,tramwaj,RG573,75-09,Rondo Grunwaldzkie–Czerwone Maki,Rondo Hipokratesa,Nowy Bieżanów P+R 01,40,0.3,on_time,0.007218,False
11,1,False,4,9,25.1,2.5,sunny,81,0.8,4,tramwaj,HY560,74-04,Bronowice–Borek Fałęcki,Os.Piastów,Salwator 01,40,2.8,slight_delay,0.07119,False
6,3,False,6,5,33.9,0.2,rain,30,0.1,22,tramwaj,RF719,61-09,Jarzębiny–Krowodrza,Borek Fałęcki,Rondo Grunwaldzkie 01,30,1.8,slight_delay,0.059247,False
17,0,False,8,10,32.0,1.2,rain,83,4.5,50,tramwaj,RP163,58-02,Jarzębiny–Krowodrza,Czerwone Maki P+R,Pleszów 01,20,7.7,significant_delay,0.382825,True
7,4,False,10,11,15.8,0.2,sunny,88,1.2,21,tramwaj,RF831,11-09,Salwator–Krowodrza Górka,Kurdwanów P+R,Os. Piastów 01,20,1.6,slight_delay,0.081413,False
13,6,True,7,4,44.5,0.1,sunny,89,0.4,52,tramwaj,RP140,32-08,Bronowice–Borek Fałęcki,Górka Narodowa P+R,Krowodrza Górka P+R 03,20,1.6,slight_delay,0.077729,False
9,2,False,6,24,23.1,0.1,rain,65,0.5,76,tramwaj,RZ636,67-10,Czerwone Maki–Os.Piastów,Krowodrza G. P+R,Czerwone Maki P+R 01,45,1.9,slight_delay,0.043091,False
16,6,True,7,22,31.4,0.4,rain,78,0.4,78,tramwaj,RP472,48-05,Os.Piastów–Pleszów,Kurdwanów P+R,Borek Fałęcki 01,25,3.7,moderate_delay,0.146902,True
23,0,False,3,27,13.7,0.5,sunny,41,0.7,72,tramwaj,RG518,44-10,Rondo Hipokratesa–Nowy Bieżanów,Os.Piastów,Os. Piastów 01,30,0.8,on_time,0.025541,False
17,1,False,9,17,26.4,0.2,snow,54,0.6,18,tramwaj,HY908,43-02,Mały Płaszów–Cichy Kącik,Czerwone Maki P+R,Czerwone Maki P+R 01,20,6.2,significant_delay,0.307767,True
15,5,True,3,19,14.0,0.0,sunny,87,0.6,52,tramwaj,RF196,72-07,Jarzębiny–Krowodrza,Krowodrza G. P+R,Salwator 01,40,0.8,on_time,0.021044,False
9,3,False,2,12,9.0,1.0,sunny,58,3.4,14,tramwaj,HL358,78-03,Rondo Hipokratesa–Nowy Bieżanów,Czerwone Maki P+R,Rondo Grunwaldzkie 01,30,1.2,slight_delay,0.038838,False
17,6,True,12,3,8.6,0.1,rain,93,2.6,50,tramwaj,RF183,75-03,Czerwone Maki–Os.Piastów,Czerwone Maki P+R,Teatr Słowackiego 01,45,2.1,slight_delay,0.047055,False
14,2,False,9,2,23.3,0.2,sunny,42,0.1,9,tramwaj,RF417,51-03,Os.Piastów–Pleszów,Rondo Hipokratesa,Os. Piastów 01,20,0.2,on_time,0.009812,False
21,3,False,2,11,5.0,0.1,rain,75,2.1,76,tramwaj,RY417,72-07,Os.Piastów–Pleszów,Rondo Hipokratesa,Rondo Grunwaldzkie 01,25,2.4,slight_delay,0.094547,False
13,2,False,4,8,18.4,1.1,rain,56,0.0,77,tramwaj,RF932,17-09,Czerwone Maki–Os.Piastów,Os.Piastów,Teatr Słowackiego 01,35,4.8,moderate_delay,0.138137,True
23,4,False,3,1,19.0,0.4,rain,34,1.2,8,tramwaj,RY761,55-09,Kurdwanów–Pleszów,Os.Piastów,Górka Narodowa P+R 01,45,1.4,slight_delay,0.032039,False
5,2,False,7,1,24.3,0.5,sunny,68,1.4,52,tramwaj,RF118,47-05,Kurdwanów–Pleszów,Kurdwanów P+R,Salwator 01,25,0.0,on_time,0.0,False
18,1,False,6,10,33.8,0.3,rain,91,0.6,9,tramwaj,RP319,44-08,Bronowice–Borek Fałęcki,Bronowice Małe,Salwator 01,25,7.6,significant_delay,0.302857,True
20,6,True,8,18,31.6,0.1,sunny,38,0.4,3,tramwaj,HG331,18-03,Jarzębiny–Krowodrza,Czerwone Maki P+R,Borek Fałęcki 01,25,1.9,slight_delay,0.074166,False
14,2,False,6,23,33.9,0.1,fog,34,6.7,5,tramwaj,RY402,13-09,Górka Narodowa–Czerwone Maki,Kurdwanów P+R,Pleszów 01,35,3.6,moderate_delay,0.10343,True
17,0,False,2,5,20.8,0.9,rain,64,2.0,50,tramwaj,HY777,44-10,Rondo Grunwaldzkie–Czerwone Maki,Os.Piastów,Krowodrza Górka P+R 03,30,0.9,on_time,0.031389,False
23,1,False,8,23,33.8,0.5,cloudy,77,0.1,4,tramwaj,RP711,49-03,Bronowice–Borek Fałęcki,Os.Piastów,Czerwone Maki P+R 01,20,0.3,on_time,0.014808,False
5,4,False,11,10,17.4,0.0,rain,46,4.8,11,tramwaj,RP285,80-03,Rondo Hipokratesa–Nowy Bieżanów,Górka Narodowa P+R,Borek Fałęcki 01,35,1.4,slight_delay,0.039494,False
6,5,True,6,23,27.2,1.5,rain,60,1.7,24,tramwaj,RZ144,53-06,Górka Narodowa–Czerwone Maki,Borek Fałęcki,Rondo Hipokratesa 02,35,0.9,on_time,0.026971,False
6,0,False,11,3,17.7,0.3,fog,49,1.4,9,tramwaj,HG554,79-05,Mały Płaszów–Cichy Kącik,Czerwone Maki P+R,Krowodrza Górka P+R 03,25,2.6,slight_delay,0.103308,False
13,0,False,3,1,21.8,0.1,sunny,86,6.6,21,tramwaj,RZ339,69-04,Górka Narodowa–Czerwone Maki,Czerwone Maki P+R,Salwator 01,40,0.1,on_time,0.002871,False
7,3,False,5,20,6.4,1.1,rain,79,2.2,52,tramwaj,HL928,61-04,Czerwone Maki–Os.Piastów,Górka Narodowa P+R,Rondo Hipokratesa 02,40,10.7,major_delay,0.268349,True
18,5,True,8,16,28.8,0.5,sunny,44,0.5,8,tramwaj,RF794,74-08,Bronowice–Borek Fałęcki,Krowodrza G. P+R,Os. Piastów 01,25,3.3,moderate_delay,0.132661,True
9,3,False,7,16,26.9,0.3,cloudy,78,0.2,72,tramwaj,RZ887,37-07,Salwator–Krowodrza Górka,Krowodrza G. P+R,Pleszów 01,20,2.0,slight_delay,0.098876,False
23,4,False,7,24,26.4,0.9,cloudy,47,1.8,72,tramwaj,RG265,26-10,Borek Fałęcki–Kopiec Wandy,Pleszów,Salwator 01,30,0.0,on_time,0.0,False
6,3,False,9,4,28.3,0.1,sunny,36,0.8,52,tramwaj,RP993,33-01,Nowy Bieżanów–Krowodrza,Rondo Hipokratesa,Borek Fałęcki 01,20,0.1,on_time,0.004401,False
20,0,False,9,6,36.5,0.1,cloudy,90,0.5,78,tramwaj,RZ995,48-09,Bronowice–Borek Fałęcki,Nowy Bieżanów P+R,Kurdwanów P+R 03,20,4.9,moderate_delay,0.246511,True
19,6,True,10,25,23.8,0.2,cloudy,88,4.7,18,tramwaj,RY828,67-02,Kurdwanów–Pleszów,Mały Płaszów P+R,Mały Płaszów P+R 01,25,1.5,slight_delay,0.061785,False
22,5,True,2,5,18.0,3.4,rain,59,0.2,4,tramwaj,HL185,21-05,Os.Piastów–Pleszów,Pleszów,Dworzec Towarowy 01,20,4.9,moderate_delay,0.245939,True
23,3,False,11,5,18.7,0.2,sunny,44,2.0,76,tramwaj,RZ625,19-07,Bronowice–Borek Fałęcki,Nowy Bieżanów P+R,Pleszów 01,25,0.0,on_time,0.0,False
6,2,False,8,11,28.6,0.4,sunny,38,5.8,21,tramwaj,RY327,58-06,Rondo Grunwaldzkie–Czerwone Maki,Borek Fałęcki,Górka Narodowa P+R 01,45,1.6,slight_delay,0.035971,False
14,2,False,3,16,13.3,0.2,rain,42,4.4,24,tramwaj,HY524,07-07,Nowy Bieżanów–Krowodrza,Krowodrza G. P+R,Krowodrza Górka P+R 03,30,2.8,slight_delay,0.092548,False
22,0,False,8,19,27.0,0.1,cloudy,41,0.4,22,tramwaj,RF341,50-02,Czerwone Maki–Os.Piastów,Czerwone Maki P+R,Dworzec Towarowy 01,40,0.0,on_time,0.0,False
11,5,True,12,14,7.9,0.1,rain,53,0.4,11,tramwaj,RF329,04-06,Os.Piastów–Pleszów,Bronowice Małe,Salwator 01,20,5.5,significant_delay,0.276416,True
16,0,False,11,28,17.3,0.2,cloudy,71,0.6,76,tramwaj,RY959,43-03,Czerwone Maki–Os.Piastów,Rondo Hipokratesa,Nowy Bieżanów P+R 01,25,5.0,significant_delay,0.200717,True
8,2,False,4,5,18.2,0.6,sunny,55,0.3,3,tramwaj,RP139,37-08,Salwator–Krowodrza Górka,Mały Płaszów P+R,Rondo Hipokratesa 02,45,0.0,on_time,0.0,False
22,5,True,4,10,16.9,0.6,snow,49,0.3,20,tramwaj,RP877,61-08,Nowy Bieżanów–Krowodrza,Borek Fałęcki,Bronowice Małe 01,40,2.1,slight_delay,0.051336,False
6,1,False,3,26,-1.0,0.1,snow,54,2.5,21,tramwaj,HY181,03-05,Jarzębiny–Krowodrza,Borek Fałęcki,Bronowice Małe 01,30,1.0,slight_delay,0.033695,False
19,5,True,1,16,10.0,3.0,rain,69,4.6,3,tramwaj,HG955,20-09,Jarzębiny–Krowodrza,Czerwone Maki P+R,Teatr Słowackiego 01,20,9.3,significant_delay,0.46432,True
5,6,True,6,12,38.3,0.4,rain,62,1.2,8,tramwaj,RG213,37-04,Kurdwanów–Pleszów,Mały Płaszów P+R,Krowodrza Górka P+R 03,25,0.8,on_time,0.033806,False
7,1,False,7,15,37.8,1.1,sunny,84,2.4,3,tramwaj,HL224,07-04,Bronowice–Borek Fałęcki,Pleszów,Nowy Bieżanów P+R 01,30,1.3,slight_delay,0.043506,False
9,2,False,12,8,19.4,1.4,cloudy,81,2.6,14,tramwaj,RG754,80-08,Kurdwanów–Pleszów,Rondo Hipokratesa,Kurdwanów P+R 03,40,0.0,on_time,0.0,False
9,1,False,6,24,24.4,0.0,sunny,37,0.4,72,tramwaj,RY213,64-10,Jarzębiny–Krowodrza,Borek Fałęcki,Pleszów 01,35,2.1,slight_delay,0.058759,False
15,5,True,6,4,20.2,0.7,rain,85,2.9,21,tramwaj,HY747,66-10,Nowy Bieżanów–Krowodrza,Borek Fałęcki,Teatr Słowackiego 01,35,3.0,slight_delay,0.085545,False
8,3,False,7,22,43.1,0.2,fog,41,0.0,10,tramwaj,HG835,19-05,Rondo Hipokratesa–Nowy Bieżanów,Os.Piastów,Nowy Bieżanów P+R 01,20,9.4,significant_delay,0.47135,True
8,0,False,8,12,30.9,0.3,sunny,56,2.0,11,tramwaj,RG101,79-06,Kurdwanów–Pleszów,Górka Narodowa P+R,Os. Piastów 01,35,0.3,on_time,0.009552,False
18,2,False,9,13,30.7,1.5,rain,83,1.8,20,tramwaj,HG684,54-03,Jarzębiny–Krowodrza,Borek Fałęcki,Borek Fałęcki 01,45,16.3,major_delay,0.361131,True
22,5,True,8,17,36.9,0.1,sunny,56,0.8,18,tramwaj,RY636,47-02,Kurdwanów–Pleszów,Pleszów,Rondo Grunwaldzkie 01,40,6.2,significant_delay,0.15538,True
20,2,False,8,24,31.6,0.2,cloudy,60,0.9,21,tramwaj,HY499,61-01,Salwator–Krowodrza Górka,Kurdwanów P+R,Dworzec Towarowy 01,20,3.1,moderate_delay,0.154471,True
11,1,False,6,26,35.6,0.1,cloudy,45,2.9,78,tramwaj,RG482,33-01,Bronowice–Borek Fałęcki,Pleszów,Os. Piastów 01,20,0.8,on_time,0.041812,False
9,6,True,9,26,27.5,0.2,rain,49,0.1,10,tramwaj,RF907,09-06,Górka Narodowa–Czerwone Maki,Czerwone Maki P+R,Czerwone Maki P+R 01,30,1.5,slight_delay,0.050982,False
16,1,False,2,7,27.2,0.0,cloudy,67,2.3,72,tramwaj,HG850,14-10,Rondo Grunwaldzkie–Czerwone Maki,Rondo Hipokratesa,Rondo Grunwaldzkie 01,20,3.1,moderate_delay,0.156338,True
22,4,False,12,27,16.2,1.3,sunny,91,2.1,5,tramwaj,RF236,06-06,Górka Narodowa–Czerwone Maki,Kurdwanów P+R,Nowy Bieżanów P+R 01,45,1.2,slight_delay,0.026461,False
12,2,False,3,18,8.0,1.8,rain,47,1.4,20,tramwaj,RF933,23-08,Salwator–Krowodrza Górka,Kurdwanów P+R,Kurdwanów P+R 03,35,0.0,on_time,0.0,False
11,5,True,7,1,26.6,1.1,sunny,36,0.5,72,tramwaj,RZ746,24-03,Salwator–Krowodrza Górka,Kurdwanów P+R,Bronowice Małe 01,25,0.0,on_time,0.0,False
13,3,False,3,4,15.9,1.0,sunny,68,0.5,1,tramwaj,RY833,59-01,Rondo Grunwaldzkie–Czerwone Maki,Czerwone Maki P+R,Bronowice Małe 01,30,0.1,on_time,0.003261,False
17,6,True,2,7,7.8,1.2,rain,66,13.1,21,tramwaj,HL306,06-04,Rondo Grunwaldzkie–Czerwone Maki,Borek Fałęcki,Bronowice Małe 01,45,3.1,moderate_delay,0.068324,True
13,5,True,11,24,10.4,1.9,cloudy,58,0.1,3,tramwaj,HY423,40-09,Borek Fałęcki–Kopiec Wandy,Górka Narodowa P+R,Os. Piastów 01,45,0.0,on_time,0.0,False
9,4,False,12,7,5.1,1.0,cloudy,94,1.5,78,tramwaj,RG934,70-08,Kurdwanów–Pleszów,Górka Narodowa P+R,Borek Fałęcki 01,25,1.6,slight_delay,0.064552,False
21,6,True,4,5,21.4,0.7,sunny,34,0.4,9,tramwaj,HL137,25-05,Mały Płaszów–Cichy Kącik,Salwator,Teatr Słowackiego 01,45,1.0,on_time,0.02121,False
11,3,False,1,14,12.7,2.8,cloudy,58,0.9,4,tramwaj,RF982,07-06,Jarzębiny–Krowodrza,Borek Fałęcki,Kurdwanów P+R 03,25,0.0,on_time,0.0,False
22,5,True,1,27,4.1,0.2,sunny,53,2.4,77,tramwaj,HL227,48-07,Kurdwanów–Pleszów,Borek Fałęcki,Dworzec Towarowy 01,45,1.0,slight_delay,0.022361,False
16,4,False,11,17,28.4,2.2,rain,86,1.5,18,tramwaj,RG861,57-07,Rondo Hipokratesa–Nowy Bieżanów,Pleszów,Rondo Hipokratesa 02,45,8.5,significant_delay,0.18832,True
17,4,False,6,1,31.7,0.1,sunny,80,0.7,9,tramwaj,RF291,64-08,Bronowice–Borek Fałęcki,Bronowice Małe,Borek Fałęcki 01,25,9.0,significant_delay,0.359964,True
10,2,False,12,10,9.5,1.3,sunny,42,1.5,14,tramwaj,RF916,67-05,Salwator–Krowodrza Górka,Krowodrza G. P+R,Os. Piastów 01,35,1.9,slight_delay,0.053314,False
15,6,True,6,3,30.0,0.2,cloudy,67,2.3,76,tramwaj,RY844,55-02,Czerwone Maki–Os.Piastów,Nowy Bieżanów P+R,Dworzec Towarowy 01,25,0.0,on_time,0.0,False
6,3,False,2,11,7.1,0.1,rain,63,0.9,77,tramwaj,RG716,24-09,Czerwone Maki–Os.Piastów,Salwator,Mały Płaszów P+R 01,40,7.0,significant_delay,0.174978,True
16,5,True,4,18,16.0,0.8,cloudy,53,3.6,22,tramwaj,HL428,14-02,Nowy Bieżanów–Krowodrza,Mały Płaszów P+R,Salwator 01,25,1.4,slight_delay,0.054247,False
5,0,False,11,19,17.1,0.6,sunny,71,0.9,20,tramwaj,RF776,38-05,Borek Fałęcki–Kopiec Wandy,Górka Narodowa P+R,Os. Piastów 01,30,0.0,on_time,0.0,False
16,6,True,10,10,26.9,0.2,cloudy,31,0.7,10,tramwaj,RZ717,55-03,Salwator–Krowodrza Górka,Górka Narodowa P+R,Pleszów 01,20,4.2,moderate_delay,0.21196,True
5,0,False,4,21,15.3,0.3,sunny,51,0.5,18,tramwaj,RZ459,58-01,Os.Piastów–Pleszów,Nowy Bieżanów P+R,Krowodrza Górka P+R 03,45,0.0,on_time,0.0,False
19,6,True,5,16,23.4,0.7,rain,91,0.0,1,tramwaj,RF729,56-05,Czerwone Maki–Os.Piastów,Górka Narodowa P+R,Rondo Hipokratesa 02,25,1.6,slight_delay,0.063081,False
8,4,False,4,13,26.5,0.5,fog,38,0.2,50,tramwaj,HY176,52-06,Borek Fałęcki–Kopiec Wandy,Krowodrza G. P+R,Górka Narodowa P+R 01,20,2.3,slight_delay,0.113949,False
11,6,True,12,25,9.5,1.9,sunny,78,1.8,9,tramwaj,RP131,19-10,Górka Narodowa–Czerwone Maki,Czerwone Maki P+R,Krowodrza Górka P+R 03,45,0.0,on_time,0.0,False
18,3,False,4,21,17.9,0.1,cloudy,91,0.1,21,tramwaj,RZ135,17-02,Borek Fałęcki–Kopiec Wandy,Mały Płaszów P+R,Salwator 01,25,1.7,slight_delay,0.068635,False
14,1,False,7,18,42.1,0.5,rain,49,4.2,14,tramwaj,HG897,47-06,Czerwone Maki–Os.Piastów,Rondo Hipokratesa,Rondo Grunwaldzkie 01,20,2.9,slight_delay,0.144381,False
5,4,False,1,5,-0.8,2.4,sunny,46,1.5,22,tramwaj,RG680,05-10,Os.Piastów–Pleszów,Rondo Hipokratesa,Os. Piastów 01,30,1.7,slight_delay,0.05681,False
13,1,False,8,21,24.3,0.1,rain,49,3.3,3,tramwaj,RP795,58-06,Górka Narodowa–Czerwone Maki,Kurdwanów P+R,Mały Płaszów P+R 01,35,8.3,significant_delay,0.238451,True
7,0,False,6,23,34.5,0.1,rain,61,0.5,21,tramwaj,RF554,10-10,Kurdwanów–Pleszów,Salwator,Nowy Bieżanów P+R 01,25,6.7,significant_delay,0.266135,True
18,4,False,2,19,20.1,0.1,fog,50,1.8,76,tramwaj,RP642,47-07,Rondo Hipokratesa–Nowy Bieżanów,Czerwone Maki P+R,Os. Piastów 01,45,3.8,moderate_delay,0.08509,True
14,6,True,4,6,26.6,0.2,snow,55,0.5,77,tramwaj,RF765,36-04,Rondo Hipokratesa–Nowy Bieżanów,Os.Piastów,Krowodrza Górka P+R 03,35,0.0,on_time,0.0,False
17,0,False,2,2,15.2,0.5,rain,61,0.8,11,tramwaj,RY126,24-08,Os.Piastów–Pleszów,Krowodrza G. P+R,Czerwone Maki P+R 01,45,4.4,moderate_delay,0.097514,True
9,0,False,1,9,10.4,1.4,rain,43,0.5,22,tramwaj,RG675,16-05,Kurdwanów–Pleszów,Borek Fałęcki,Czerwone Maki P+R 01,30,6.8,significant_delay,0.22773,True
22,3,False,2,17,3.3,0.2,rain,32,0.6,72,tramwaj,HL820,58-04,Mały Płaszów–Cichy Kącik,Kurdwanów P+R,Rondo Grunwaldzkie 01,30,1.0,on_time,0.033296,False
16,4,False,11,20,12.8,0.1,sunny,56,1.5,9,tramwaj,HL810,63-04,Rondo Grunwaldzkie–Czerwone Maki,Pleszów,Górka Narodowa P+R 01,35,1.4,slight_delay,0.041023,False
17,4,False,9,4,35.0,0.5,sunny,68,1.1,77,tramwaj,RY238,10-08,Nowy Bieżanów–Krowodrza,Borek Fałęcki,Kurdwanów P+R 03,40,3.8,moderate_delay,0.095933,True
17,1,False,9,1,26.0,0.0,rain,53,0.3,22,tramwaj,RP830,57-02,Os.Piastów–Pleszów,Czerwone Maki P+R,Kurdwanów P+R 03,30,1.8,slight_delay,0.060202,False
16,3,False,11,21,11.7,0.5,sunny,59,6.1,50,tramwaj,RF783,45-02,Czerwone Maki–Os.Piastów,Rondo Hipokratesa,Rondo Grunwaldzkie 01,45,3.3,moderate_delay,0.073123,True
19,6,True,4,10,16.2,0.4,sunny,58,2.8,78,tramwaj,HL407,21-03,Bronowice–Borek Fałęcki,Mały Płaszów P+R,Krowodrza Górka P+R 03,30,0.6,on_time,0.020215,False
12,0,False,9,2,33.3,0.0,cloudy,77,3.9,50,tramwaj,RF620,29-02,Kurdwanów–Pleszów,Bronowice Małe,Borek Fałęcki 01,45,3.4,moderate_delay,0.075768,True
19,0,False,2,3,17.3,0.2,sunny,34,2.9,50,tramwaj,HG911,18-04,Borek Fałęcki–Kopiec Wandy,Salwator,Bronowice Małe 01,35,0.8,on_time,0.024242,False
13,1,False,9,7,36.3,0.0,rain,42,0.2,77,tramwaj,RZ126,47-09,Mały Płaszów–Cichy Kącik,Kurdwanów P+R,Salwator 01,35,10.7,major_delay,0.305561,True
13,4,False,8,23,28.5,2.1,sunny,65,0.0,14,tramwaj,RF578,71-03,Rondo Hipokratesa–Nowy Bieżanów,Górka Narodowa P+R,Mały Płaszów P+R 01,45,1.2,slight_delay,0.026041,False
16,5,True,2,12,15.6,0.5,rain,79,5.4,4,tramwaj,RY167,40-07,Mały Płaszów–Cichy Kącik,Kurdwanów P+R,Rondo Grunwaldzkie 01,20,0.0,on_time,0.0,False
9,4,False,9,3,16.5,0.3,cloudy,31,0.6,1,tramwaj,RZ638,53-07,Rondo Hipokratesa–Nowy Bieżanów,Os.Piastów,Krowodrza Górka P+R 03,25,1.4,slight_delay,0.054126,False
19,6,True,3,8,7.7,0.1,sunny,52,2.0,18,tramwaj,RY228,41-02,Kurdwanów–Pleszów,Górka Narodowa P+R,Dworzec Towarowy 01,20,0.8,on_time,0.039787,False
19,4,False,12,2,19.1,0.3,rain,89,1.3,1,tramwaj,RZ577,67-06,Kurdwanów–Pleszów,Rondo Hipokratesa,Os. Piastów 01,40,7.0,significant_delay,0.17502,True
10,6,True,1,6,10.7,0.2,rain,87,2.2,18,tramwaj,RP999,71-10,Salwator–Krowodrza Górka,Rondo Hipokratesa,Rondo Grunwaldzkie 01,40,5.3,significant_delay,0.132043,True
19,4,False,4,5,21.1,0.6,snow,90,1.4,77,tramwaj,RP886,17-07,Rondo Hipokratesa–Nowy Bieżanów,Os.Piastów,Rondo Grunwaldzkie 01,20,0.3,on_time,0.013844,False
22,2,False,2,7,12.7,0.6,cloudy,86,0.4,10,tramwaj,HY951,16-09,Jarzębiny–Krowodrza,Os.Piastów,Borek Fałęcki 01,30,0.9,on_time,0.030877,False
6,0,False,3,15,10.3,0.3,sunny,81,2.1,3,tramwaj,RP411,22-03,Borek Fałęcki–Kopiec Wandy,Pleszów,Rondo Grunwaldzkie 01,45,1.6,slight_delay,0.035041,False
6,5,True,10,18,30.7,0.6,rain,85,0.3,24,tramwaj,RF826,29-06,Rondo Grunwaldzkie–Czerwone Maki,Os.Piastów,Nowy Bieżanów P+R 01,40,4.1,moderate_delay,0.103664,True
23,1,False,12,14,7.8,0.5,rain,73,0.3,5,tramwaj,HL966,11-05,Rondo Hipokratesa–Nowy Bieżanów,Krowodrza G. P+R,Dworzec Towarowy 01,30,2.0,slight_delay,0.066855,False
21,5,True,10,8,18.2,0.4,rain,32,1.6,14,tramwaj,HG750,71-05,Górka Narodowa–Czerwone Maki,Borek Fałęcki,Dworzec Towarowy 01,45,8.1,significant_delay,0.180494,True
19,1,False,7,10,32.5,0.3,cloudy,81,3.2,3,tramwaj,RP740,39-10,Jarzębiny–Krowodrza,Nowy Bieżanów P+R,Teatr Słowackiego 01,45,0.4,on_time,0.008885,False
21,3,False,7,27,35.7,0.3,sunny,53,3.9,18,tramwaj,RY614,22-10,Mały Płaszów–Cichy Kącik,Kurdwanów P+R,Rondo Grunwaldzkie 01,25,0.2,on_time,0.006375,False
11,3,False,10,9,20.3,0.1,sunny,43,2.2,50,tramwaj,RP275,80-10,Czerwone Maki–Os.Piastów,Mały Płaszów P+R,Rondo Grunwaldzkie 01,35,0.8,on_time,0.024166,False
9,5,True,11,7,16.2,1.3,cloudy,30,3.6,24,tramwaj,RF962,73-01,Bronowice–Borek Fałęcki,Pleszów,Os. Piastów 01,30,0.5,on_time,0.015418,False
19,1,False,5,13,21.0,1.3,sunny,85,2.7,8,tramwaj,HY183,06-10,Os.Piastów–Pleszów,Czerwone Maki P+R,Mały Płaszów P+R 01,45,3.3,moderate_delay,0.074269,True
8,1,False,7,10,39.1,0.2,rain,30,9.8,1,tramwaj,HL766,27-10,Bronowice–Borek Fałęcki,Krowodrza G. P+R,Os. Piastów 01,40,3.0,moderate_delay,0.076225,True
21,0,False,8,1,33.7,0.4,rain,30,0.4,18,tramwaj,RG732,04-08,Borek Fałęcki–Kopiec Wandy,Kurdwanów P+R,Borek Fałęcki 01,35,6.3,significant_delay,0.17916,True
13,0,False,12,14,15.4,0.0,snow,32,2.5,76,tramwaj,HL757,39-08,Mały Płaszów–Cichy Kącik,Kurdwanów P+R,Czerwone Maki P+R 01,40,16.7,major_delay,0.417612,True
